Timestamp,Wind_Speed_ms,Wind_Power_MW,Solar_Power_MW,Total_Renewable_MW,Load_Demand_MW,Renewable_Penetration_pct,Voltage_pu,Frequency_Hz,Harmonics_THD_pct,Power_Factor
2023-01-06 09:00:00,5.29,5.34,61.69,67.03,370.71,18.08,1.0081,60.018,4.1,0.968
2023-01-06 10:00:00,10.18,37.97,87.74,125.71,349.22,36.0,1.0041,60.075,4.28,0.933
2023-01-06 11:00:00,11.43,53.71,81.86,135.57,413.58,32.78,0.9885,60.017,4.58,0.947
2023-01-06 12:00:00,6.96,12.14,98.28,110.42,400.23,27.59,1.0174,59.831,3.93,0.939
2023-01-06 13:00:00,11.01,48.03,86.25,134.27,470.27,28.55,0.9746,59.921,4.03,0.952
2023-01-06 14:00:00,7.05,12.59,95.49,108.08,454.18,23.8,1.0202,60.072,3.56,0.922
2023-01-06 15:00:00,11.38,52.99,79.63,132.62,553.97,23.94,1.0007,60.021,4.09,0.92
2023-01-06 16:00:00,10.28,39.08,51.78,90.86,507.94,17.89,0.9915,60.12,3.65,0.961
2023-01-06 17:00:00,10.63,43.29,30.02,73.31,542.34,13.52,0.9983,60.04,3.43,0.965
2023-01-06 18:00:00,5.13,4.85,9.56,14.41,592.2,2.43,0.9976,59.897,3.59,0.939
2023-01-06 19:00:00,11.74,58.25,9.56,67.81,540.79,12.54,1.0232,59.919,3.78,0.931
2023-01-06 20:00:00,10.09,36.94,9.56,46.5,587.92,7.91,0.9777,60.007,3.23,0.971
2023-01-06 21:00:00,7.13,13.07,9.56,22.63,616.93,3.67,0.9844,59.763,3.77,0.935
2023-01-06 22:00:00,10.81,45.42,9.56,54.98,519.57,10.58,1.0197,60.165,3.84,0.948
2023-01-06 23:00:00,6.97,12.19,9.56,21.75,557.54,3.9,0.9877,60.039,3.27,0.947
2023-01-07 00:00:00,11.11,49.36,9.56,58.92,459.01,12.84,1.0167,60.122,3.73,0.92
2023-01-07 01:00:00,5.79,6.98,9.56,16.54,454.33,3.64,1.0336,59.836,3.79,0.953
2023-01-07 02:00:00,9.93,35.2,9.56,44.76,371.94,12.04,0.9908,60.123,3.77,0.948
2023-01-07 03:00:00,8.78,24.41,9.56,33.97,347.6,9.77,1.0127,60.221,3.59,0.954
2023-01-07 04:00:00,5.68,6.58,9.56,16.14,382.53,4.22,0.9765,59.863,3.41,0.952
2023-01-07 05:00:00,6.69,10.79,9.56,20.35,358.32,5.68,1.0145,60.072,3.72,0.99
2023-01-07 06:00:00,5.09,4.74,9.56,14.3,343.52,4.16,1.0036,59.995,4.02,0.972
2023-01-07 07:00:00,8.28,20.45,31.26,51.71,337.97,15.3,1.0079,59.846,3.98,0.946
2023-01-07 08:00:00,7.11,12.93,48.15,61.08,304.3,20.07,0.9851,60.052,3.48,0.947
2023-01-07 09:00:00,9.19,27.93,83.17,111.1,334.55,33.21,0.9635,60.092,4.12,0.975
2023-01-07 10:00:00,7.08,12.78,69.55,82.33,344.8,23.88,1.0077,59.944,4.37,0.96
2023-01-07 11:00:00,7.1,12.88,110.16,123.05,327.98,37.52,0.955,60.128,3.84,0.92
2023-01-07 12:00:00,10.2,38.23,103.02,141.25,422.85,33.4,0.9903,59.843,4.66,0.959
2023-01-07 13:00:00,5.34,5.47,93.54,99.01,401.43,24.66,1.0164,59.855,4.44,0.967
2023-01-07 14:00:00,11.32,52.22,66.36,118.59,373.3,31.77,1.0007,60.022,3.71,0.973
2023-01-07 15:00:00,10.97,47.47,69.34,116.81,450.57,25.93,1.0364,60.008,4.45,0.934
2023-01-07 16:00:00,9.67,32.6,50.38,82.98,421.97,19.66,1.0185,59.931,3.76,0.935
2023-01-07 17:00:00,9.15,27.6,27.96,55.56,492.29,11.29,0.9858,60.079,4.07,0.928
2023-01-07 18:00:00,11.25,51.2,9.56,60.76,516.84,11.76,0.9994,60.051,3.65,0.953
2023-01-07 19:00:00,6.3,8.99,9.56,18.55,465.89,3.98,0.9987,60.08,3.52,0.963
2023-01-07 20:00:00,5.55,6.16,9.56,15.72,522.28,3.01,0.9681,59.982,3.69,0.939
2023-01-07 21:00:00,6.68,10.71,9.56,20.27,502.89,4.03,0.9808,60.055,3.86,0.946
2023-01-07 22:00:00,10.56,42.42,9.56,51.98,506.75,10.26,0.9878,59.953,3.24,0.92
2023-01-07 23:00:00,5.24,5.19,9.56,14.75,525.58,2.81,0.959,60.199,3.65,0.979
2023-01-08 00:00:00,9.08,26.95,9.56,36.51,443.35,8.23,1.0001,59.915,3.35,0.92
2023-01-08 01:00:00,11.97,61.71,9.56,71.27,407.78,17.48,0.9933,60.212,3.7,0.952
2023-01-08 02:00:00,10.99,47.78,9.56,57.34,381.9,15.02,0.965,60.003,3.65,0.95
2023-01-08 03:00:00,8.65,23.3,9.56,32.86,362.31,9.07,1.0072,59.859,3.65,0.948
2023-01-08 04:00:00,5.45,5.81,9.56,15.37,364.15,4.22,1.0139,60.131,3.42,0.95
2023-01-08 05:00:00,10.82,45.6,9.56,55.16,359.25,15.35,1.003,60.013,3.41,0.925
2023-01-08 06:00:00,9.19,27.97,9.56,37.53,343.93,10.91,0.9924,60.083,3.36,0.94
2023-01-08 07:00:00,5.8,7.04,30.69,37.73,352.03,10.72,1.0108,60.12,3.25,0.966
2023-01-08 08:00:00,5.66,6.52,59.6,66.12,324.73,20.36,1.0116,60.036,3.88,0.969
2023-01-08 09:00:00,11.37,52.88,79.76,132.64,370.82,35.77,1.0026,59.951,4.67,0.931
2023-01-08 10:00:00,9.68,32.7,88.0,120.7,327.69,36.83,0.9798,60.108,3.85,0.92
2023-01-08 11:00:00,10.81,45.41,87.17,132.59,430.62,30.79,1.0025,60.008,4.56,0.925
2023-01-08 12:00:00,11.15,49.94,84.84,134.79,385.23,34.99,1.0204,60.079,4.43,0.977
2023-01-08 13:00:00,9.0,26.27,76.09,102.35,361.07,28.35,0.9852,59.791,4.2,0.927
2023-01-08 14:00:00,8.62,23.08,78.46,101.53,376.46,26.97,1.0393,60.051,4.18,0.94
2023-01-08 15:00:00,8.01,18.52,67.58,86.1,444.86,19.35,0.9876,59.938,4.21,0.973
2023-01-08 16:00:00,7.22,13.54,56.22,69.76,444.0,15.71,0.9991,60.166,3.42,0.935
2023-01-08 17:00:00,8.04,18.73,33.52,52.24,489.58,10.67,0.9855,60.06,3.72,0.943
2023-01-08 18:00:00,10.42,40.7,9.56,50.26,495.74,10.14,1.0035,60.022,3.9,0.963
2023-01-08 19:00:00,9.21,28.16,9.56,37.72,487.77,7.73,0.9644,60.045,3.74,0.982
2023-01-08 20:00:00,11.25,51.23,9.56,60.79,467.43,13.0,0.9878,59.899,4.09,0.933
2023-01-08 21:00:00,8.1,19.16,9.56,28.72,444.51,6.46,0.9775,60.158,3.2,0.976
2023-01-08 22:00:00,9.25,28.49,9.56,38.05,468.15,8.13,1.0019,60.196,3.85,0.942
2023-01-08 23:00:00,9.42,30.08,9.56,39.64,493.85,8.03,1.0191,60.036,3.69,0.93
2023-01-09 00:00:00,9.14,27.5,9.56,37.06,536.07,6.91,1.0122,60.155,3.52,0.953
2023-01-09 01:00:00,9.92,35.13,9.56,44.69,468.4,9.54,0.9516,59.94,3.53,0.924
2023-01-09 02:00:00,6.66,10.64,9.56,20.2,485.35,4.16,1.0404,59.915,3.7,0.958
2023-01-09 03:00:00,8.59,22.79,9.56,32.35,466.09,6.94,1.0052,60.0,4.03,0.99
2023-01-09 04:00:00,5.73,6.77,9.56,16.33,404.13,4.04,0.9841,60.038,3.58,0.971
2023-01-09 05:00:00,7.69,16.38,9.56,25.94,414.76,6.25,1.0025,59.956,3.95,0.946
2023-01-09 06:00:00,8.41,21.44,9.56,31.0,396.16,7.83,1.0027,60.05,3.56,0.969
2023-01-09 07:00:00,9.57,31.51,36.91,68.42,350.23,19.53,0.9847,60.033,3.49,0.926
2023-01-09 08:00:00,11.65,56.98,46.53,103.51,391.88,26.41,1.0013,59.906,3.59,0.927
2023-01-09 09:00:00,9.2,28.07,82.08,110.16,401.35,27.45,0.9851,60.058,3.6,0.94
2023-01-09 10:00:00,10.21,38.26,100.18,138.44,426.91,32.43,0.9887,60.095,4.03,0.942
2023-01-09 11:00:00,8.54,22.45,109.89,132.34,441.76,29.96,0.9833,60.025,3.94,0.92
2023-01-09 12:00:00,9.44,30.27,101.35,131.62,389.32,33.81,0.968,60.125,4.39,0.934
2023-01-09 13:00:00,5.5,5.98,97.99,103.96,426.39,24.38,1.0005,59.883,4.23,0.94
2023-01-09 14:00:00,6.78,11.22,80.41,91.63,495.6,18.49,1.0099,60.049,3.42,0.975
2023-01-09 15:00:00,7.53,15.39,78.02,93.41,521.19,17.92,1.0085,59.884,3.58,0.92
2023-01-09 16:00:00,8.31,20.64,53.22,73.86,545.1,13.55,1.015,59.888,3.55,0.92
2023-01-09 17:00:00,5.32,5.42,33.78,39.2,665.74,5.89,1.0059,59.932,3.67,0.952
2023-01-09 18:00:00,5.98,7.7,9.56,17.26,583.01,2.96,0.989,59.9,3.2,0.972
2023-01-09 19:00:00,6.94,12.02,9.56,21.58,609.84,3.54,1.0164,59.939,3.2,0.96
2023-01-09 20:00:00,11.8,59.16,9.56,68.72,607.77,11.31,0.9717,59.977,4.17,0.953
2023-01-09 21:00:00,7.32,14.12,9.56,23.68,595.32,3.98,0.9816,60.078,3.88,0.943
2023-01-09 22:00:00,8.37,21.14,9.56,30.7,556.43,5.52,0.9802,59.963,3.29,0.962
2023-01-09 23:00:00,6.37,9.32,9.56,18.88,572.92,3.29,1.0213,59.836,3.47,0.966
2023-01-10 00:00:00,9.28,28.73,9.56,38.29,505.87,7.57,1.0181,60.11,3.51,0.943
2023-01-10 01:00:00,6.96,12.16,9.56,21.72,498.1,4.36,1.0093,59.911,3.88,0.93
2023-01-10 02:00:00,6.45,9.66,9.56,19.22,465.05,4.13,1.021,59.989,3.59,0.93
2023-01-10 03:00:00,8.62,23.03,9.56,32.59,456.47,7.14,0.9817,60.041,3.27,0.965
2023-01-10 04:00:00,5.04,4.6,9.56,14.16,499.61,2.84,1.0067,60.014,3.8,0.92
2023-01-10 05:00:00,5.05,4.65,9.56,14.21,353.67,4.02,0.9971,60.104,3.48,0.982
2023-01-10 06:00:00,6.53,10.04,9.56,19.6,414.56,4.73,1.0165,60.043,3.36,0.939
2023-01-10 07:00:00,5.26,5.23,32.02,37.25,335.71,11.09,0.9966,59.912,3.6,0.953
2023-01-10 08:00:00,5.76,6.87,48.51,55.38,366.56,15.11,0.9908,60.218,3.8,0.96
2023-01-10 09:00:00,7.37,14.42,72.7,87.13,416.76,20.91,1.0087,60.022,3.76,0.93
2023-01-10 10:00:00,10.62,43.1,77.65,120.75,395.9,30.5,1.0145,59.993,3.85,0.932
2023-01-10 11:00:00,9.0,26.28,73.61,99.89,377.35,26.47,0.984,60.102,3.93,0.945
2023-01-10 12:00:00,8.59,22.81,85.89,108.7,408.71,26.6,0.9961,60.031,3.55,0.925
2023-01-10 13:00:00,7.05,12.64,72.24,84.88,474.4,17.89,0.977,60.041,4.13,0.923
2023-01-10 14:00:00,11.52,55.07,102.02,157.09,457.7,34.32,0.9466,60.259,3.86,0.92
2023-01-10 15:00:00,7.78,16.95,84.67,101.61,511.7,19.86,1.002,59.975,3.44,0.968
2023-01-10 16:00:00,5.61,6.35,50.38,56.73,530.42,10.7,1.0111,59.966,3.87,0.955
2023-01-10 17:00:00,9.32,29.14,34.4,63.54,529.99,11.99,1.004,60.01,4.01,0.931
2023-01-10 18:00:00,5.8,7.01,9.56,16.57,629.57,2.63,0.9607,60.101,3.87,0.967
2023-01-10 19:00:00,7.42,14.69,9.56,24.25,594.15,4.08,0.9926,59.844,3.58,0.934
2023-01-10 20:00:00,8.55,22.52,9.56,32.08,517.75,6.2,0.955,59.799,3.33,0.92
2023-01-10 21:00:00,11.12,49.5,9.56,59.06,580.72,10.17,1.0264,59.939,3.94,0.961
2023-01-10 22:00:00,8.45,21.76,9.56,31.32,545.4,5.74,0.9777,59.832,3.81,0.981
2023-01-10 23:00:00,9.92,35.1,9.56,44.66,575.11,7.77,1.0243,59.954,3.4,0.959
2023-01-11 00:00:00,11.95,61.43,9.56,70.99,504.69,14.07,1.0175,60.05,4.18,0.92
2023-01-11 01:00:00,5.92,7.47,9.56,17.03,501.2,3.4,0.9816,59.905,3.17,0.949
2023-01-11 02:00:00,6.92,11.95,9.56,21.51,494.22,4.35,0.9769,59.852,4.07,0.943
2023-01-11 03:00:00,7.76,16.84,9.56,26.4,479.48,5.51,1.0065,60.002,3.97,0.956
2023-01-11 04:00:00,7.95,18.11,9.56,27.67,393.67,7.03,0.9824,60.082,3.83,0.931
2023-01-11 05:00:00,7.88,17.6,9.56,27.16,399.19,6.8,1.0014,59.826,4.07,0.941
2023-01-11 06:00:00,11.35,52.68,9.56,62.24,379.28,16.41,0.9887,60.083,4.05,0.92
2023-01-11 07:00:00,10.0,35.98,36.81,72.79,364.06,19.99,0.9624,60.084,3.59,0.948
2023-01-11 08:00:00,9.26,28.54,45.85,74.39,433.26,17.17,0.9537,60.096,3.79,0.92
2023-01-11 09:00:00,7.17,13.25,74.36,87.6,395.81,22.13,1.0023,60.125,3.51,0.952
2023-01-11 10:00:00,10.77,44.93,73.96,118.89,355.7,33.43,0.9854,60.229,4.06,0.925
2023-01-11 11:00:00,11.69,57.44,84.92,142.36,436.76,32.59,0.9857,59.973,4.39,0.92
2023-01-11 12:00:00,10.75,44.7,97.91,142.61,493.35,28.91,1.011,60.018,3.96,0.957
2023-01-11 13:00:00,5.01,4.53,89.51,94.03,484.48,19.41,1.0215,59.961,3.72,0.954
2023-01-11 14:00:00,9.45,30.43,71.63,102.06,433.49,23.54,0.9922,60.004,4.07,0.97
