Timestamp,Hour,Date,Load_Demand_MW,Solar_GHI_Wm2,Solar_Power_MW,Wind_Speed_ms,Wind_Power_MW,Voltage_pu,Frequency_Hz,THD_percent,Power_Factor,Renewable_Penetration_%
2023-01-02 06:00:00,6,2023-01-02,5888.65,0,0.0,5.42,5.73,0.9998,60.249,3.11,0.95,0.1
2023-01-02 07:00:00,7,2023-01-02,5592.51,3,0.36,5.5,5.99,1.0071,60.04,3.13,0.95,0.11
2023-01-02 08:00:00,8,2023-01-02,5749.85,269,32.28,5.42,5.73,1.0179,59.943,3.94,0.95,0.66
2023-01-02 09:00:00,9,2023-01-02,5281.41,565,67.8,7.48,15.07,0.9961,59.949,3.11,0.95,1.57
2023-01-02 10:00:00,10,2023-01-02,6056.76,769,92.28,8.26,20.29,1.0274,60.079,3.16,0.949,1.86
2023-01-02 11:00:00,11,2023-01-02,5962.83,637,76.44,9.26,28.58,0.9814,60.125,3.68,0.949,1.76
2023-01-02 12:00:00,12,2023-01-02,6192.56,984,118.08,9.24,28.4,1.0057,59.89,3.07,0.949,2.37
2023-01-02 13:00:00,13,2023-01-02,6455.79,728,87.36,6.81,11.37,0.9891,60.083,3.28,0.95,1.53
2023-01-02 14:00:00,14,2023-01-02,7428.56,770,92.4,9.04,26.6,0.9997,59.85,3.18,0.95,1.6
2023-01-02 15:00:00,15,2023-01-02,7082.77,555,66.6,6.87,11.67,0.9993,60.042,3.42,0.95,1.11
2023-01-02 16:00:00,16,2023-01-02,6669.97,249,29.88,8.98,26.07,0.982,60.052,3.8,0.95,0.84
2023-01-02 17:00:00,17,2023-01-02,7311.9,6,0.72,8.97,25.98,0.9673,60.015,3.97,0.95,0.37
2023-01-02 18:00:00,18,2023-01-02,7004.99,0,0.0,7.27,13.83,1.0021,60.103,3.19,0.95,0.2
2023-01-02 19:00:00,19,2023-01-02,7610.43,0,0.0,5.88,7.32,0.9953,60.063,3.83,0.95,0.1
2023-01-02 20:00:00,20,2023-01-02,7518.3,0,0.0,6.18,8.5,1.0044,59.937,3.14,0.95,0.11
2023-01-02 21:00:00,21,2023-01-02,7695.98,0,0.0,7.86,17.48,1.006,60.008,3.06,0.95,0.23
2023-01-02 22:00:00,22,2023-01-02,7423.17,0,0.0,7.04,12.56,1.0042,59.871,3.35,0.95,0.17
2023-01-02 23:00:00,23,2023-01-02,7375.31,0,0.0,6.99,12.3,0.9799,59.982,3.91,0.95,0.17
2023-01-03 00:00:00,0,2023-01-03,7519.49,0,0.0,9.64,32.25,0.9619,60.076,3.91,0.95,0.43
2023-01-03 01:00:00,1,2023-01-03,6420.5,0,0.0,6.63,10.49,1.0245,60.102,3.65,0.95,0.16
2023-01-03 02:00:00,2,2023-01-03,6986.45,0,0.0,7.27,13.83,1.0092,60.141,3.87,0.95,0.2
2023-01-03 03:00:00,3,2023-01-03,6730.99,0,0.0,6.58,10.26,0.9873,60.044,3.1,0.95,0.15
2023-01-03 04:00:00,4,2023-01-03,6738.77,0,0.0,9.27,28.68,0.9999,59.946,3.24,0.95,0.43
2023-01-03 05:00:00,5,2023-01-03,6192.56,0,0.0,9.04,26.6,0.9911,59.906,3.1,0.95,0.43
2023-01-03 06:00:00,6,2023-01-03,5532.68,0,0.0,8.57,22.66,0.968,59.944,3.21,0.95,0.41
2023-01-03 07:00:00,7,2023-01-03,5462.09,4,0.48,7.59,15.74,1.0229,60.084,3.08,0.95,0.3
2023-01-03 08:00:00,8,2023-01-03,5865.31,219,26.28,7.12,12.99,0.9993,60.057,3.82,0.95,0.67
2023-01-03 09:00:00,9,2023-01-03,5927.53,523,62.76,8.72,23.87,0.987,59.939,3.22,0.95,1.46
2023-01-03 10:00:00,10,2023-01-03,5766.6,708,84.96,8.57,22.66,1.0032,60.042,3.17,0.949,1.87
2023-01-03 11:00:00,11,2023-01-03,5691.82,684,82.08,7.97,18.23,1.0243,60.28,3.96,0.949,1.76
2023-01-03 12:00:00,12,2023-01-03,6034.02,792,95.04,5.69,6.63,0.9759,60.072,3.16,0.949,1.68
2023-01-03 13:00:00,13,2023-01-03,6151.88,860,103.2,5.92,7.47,1.0184,60.094,3.28,0.949,1.8
2023-01-03 14:00:00,14,2023-01-03,6499.47,571,68.52,9.92,35.14,0.973,59.972,3.8,0.95,1.59
2023-01-03 15:00:00,15,2023-01-03,7150.97,437,52.44,8.6,22.9,0.9846,60.133,4.01,0.95,1.05
2023-01-03 16:00:00,16,2023-01-03,7641.54,208,24.96,6.66,10.63,0.9835,60.122,3.35,0.95,0.47
2023-01-03 17:00:00,17,2023-01-03,6515.02,8,0.96,8.95,25.81,1.0045,59.955,3.54,0.95,0.41
2023-01-03 18:00:00,18,2023-01-03,7177.29,0,0.0,7.76,16.82,0.9978,59.886,3.3,0.95,0.23
2023-01-03 19:00:00,19,2023-01-03,7966.39,0,0.0,5.19,5.03,0.9665,60.145,3.27,0.95,0.06
2023-01-03 20:00:00,20,2023-01-03,7141.99,0,0.0,6.77,11.17,0.9804,59.957,3.49,0.95,0.16
2023-01-03 21:00:00,21,2023-01-03,7373.52,0,0.0,5.83,7.13,0.9802,60.004,3.01,0.95,0.1
2023-01-03 22:00:00,22,2023-01-03,8002.29,0,0.0,9.68,32.65,1.0057,60.062,3.4,0.95,0.41
2023-01-03 23:00:00,23,2023-01-03,7857.51,0,0.0,6.58,10.26,0.9884,60.147,3.13,0.95,0.13
2023-01-04 00:00:00,0,2023-01-04,7381.89,0,0.0,9.75,33.37,0.9922,60.099,3.06,0.95,0.45
2023-01-04 01:00:00,1,2023-01-04,6857.22,0,0.0,6.66,10.63,1.0205,59.978,3.59,0.95,0.16
2023-01-04 02:00:00,2,2023-01-04,6142.31,0,0.0,6.02,7.85,0.9846,59.941,3.72,0.95,0.13
2023-01-04 03:00:00,3,2023-01-04,6808.76,0,0.0,9.71,32.96,1.0459,59.985,3.18,0.95,0.48
2023-01-04 04:00:00,4,2023-01-04,5940.1,0,0.0,7.71,16.5,0.9946,59.871,3.7,0.95,0.28
2023-01-04 05:00:00,5,2023-01-04,5892.83,0,0.0,6.01,7.81,1.0166,60.047,3.54,0.95,0.13
2023-01-04 06:00:00,6,2023-01-04,5761.81,0,0.0,9.27,28.68,0.987,60.079,3.46,0.95,0.5
2023-01-04 07:00:00,7,2023-01-04,5663.1,9,1.08,6.98,12.24,1.0411,60.04,3.9,0.95,0.24
2023-01-04 08:00:00,8,2023-01-04,5602.08,227,27.24,7.4,14.59,0.9605,60.052,3.11,0.95,0.75
2023-01-04 09:00:00,9,2023-01-04,5545.25,519,62.28,8.3,20.58,1.0183,60.109,3.4,0.95,1.49
2023-01-04 10:00:00,10,2023-01-04,5886.25,714,85.68,8.01,18.5,0.95,60.026,3.74,0.949,1.77
2023-01-04 11:00:00,11,2023-01-04,5790.53,583,69.96,5.36,5.54,0.9795,60.079,3.36,0.95,1.3
2023-01-04 12:00:00,12,2023-01-04,5743.27,626,75.12,6.23,8.7,0.9911,60.213,3.98,0.95,1.46
2023-01-04 13:00:00,13,2023-01-04,6552.71,806,96.72,9.44,30.28,1.0296,59.845,3.62,0.949,1.94
2023-01-04 14:00:00,14,2023-01-04,6224.27,797,95.64,9.26,28.58,1.0419,59.94,3.57,0.949,2.0
2023-01-04 15:00:00,15,2023-01-04,7283.78,451,54.12,5.52,6.06,0.9867,59.956,3.51,0.95,0.83
2023-01-04 16:00:00,16,2023-01-04,7068.41,212,25.44,8.98,26.07,0.9772,59.953,3.92,0.95,0.73
2023-01-04 17:00:00,17,2023-01-04,6847.65,19,2.28,5.73,6.77,0.9952,60.16,3.4,0.95,0.13
2023-01-04 18:00:00,18,2023-01-04,7674.44,0,0.0,8.23,20.07,1.0065,60.004,3.95,0.95,0.26
2023-01-04 19:00:00,19,2023-01-04,7351.98,0,0.0,8.22,19.99,0.9614,60.089,3.76,0.95,0.27
2023-01-04 20:00:00,20,2023-01-04,7472.83,0,0.0,7.05,12.61,0.9938,60.139,3.48,0.95,0.17
2023-01-04 21:00:00,21,2023-01-04,7157.55,0,0.0,6.72,10.92,1.0262,60.082,3.72,0.95,0.15
2023-01-04 22:00:00,22,2023-01-04,7737.26,0,0.0,9.94,35.36,1.0002,59.937,3.77,0.95,0.46
2023-01-04 23:00:00,23,2023-01-04,6753.72,0,0.0,5.2,5.06,1.0079,59.956,3.29,0.95,0.07
2023-01-05 00:00:00,0,2023-01-05,6634.07,0,0.0,9.91,35.04,1.0335,59.971,3.12,0.95,0.53
2023-01-05 01:00:00,1,2023-01-05,6504.85,0,0.0,6.47,9.75,0.9715,59.857,3.6,0.95,0.15
2023-01-05 02:00:00,2,2023-01-05,6833.89,0,0.0,7.1,12.88,1.0119,59.801,3.42,0.95,0.19
2023-01-05 03:00:00,3,2023-01-05,6010.09,0,0.0,5.68,6.6,0.9823,60.078,3.61,0.95,0.11
2023-01-05 04:00:00,4,2023-01-05,6306.83,0,0.0,9.26,28.58,0.9867,59.981,3.4,0.95,0.45
2023-01-05 05:00:00,5,2023-01-05,5531.49,0,0.0,7.57,15.62,1.0004,60.198,3.48,0.95,0.28
2023-01-05 06:00:00,6,2023-01-05,5627.21,0,0.0,5.57,6.22,1.0141,59.843,3.33,0.95,0.11
2023-01-05 07:00:00,7,2023-01-05,5830.02,13,1.56,9.95,35.46,0.9878,59.975,3.24,0.95,0.63
2023-01-05 08:00:00,8,2023-01-05,5724.12,299,35.88,7.86,17.48,0.9606,60.192,3.96,0.95,0.93
2023-01-05 09:00:00,9,2023-01-05,5470.46,528,63.36,6.04,7.93,0.9941,59.903,3.54,0.95,1.3
2023-01-05 10:00:00,10,2023-01-05,5831.21,784,94.08,7.97,18.23,1.0086,59.943,3.21,0.949,1.93
2023-01-05 11:00:00,11,2023-01-05,5745.06,914,109.68,7.89,17.68,0.9825,59.942,3.05,0.949,2.22
2023-01-05 12:00:00,12,2023-01-05,5564.99,907,108.84,8.53,22.34,1.0274,59.975,3.8,0.949,2.36
2023-01-05 13:00:00,13,2023-01-05,6081.88,907,108.84,6.23,8.7,1.0129,60.093,3.47,0.949,1.93
2023-01-05 14:00:00,14,2023-01-05,6852.44,790,94.8,8.79,24.45,0.9923,59.966,3.68,0.949,1.74
2023-01-05 15:00:00,15,2023-01-05,7286.17,470,56.4,6.47,9.75,0.9915,60.125,3.15,0.95,0.91
2023-01-05 16:00:00,16,2023-01-05,6913.46,285,34.2,9.16,27.67,0.9761,59.718,3.13,0.95,0.89
2023-01-05 17:00:00,17,2023-01-05,6869.79,26,3.12,8.27,20.36,0.9951,60.028,3.08,0.95,0.34
2023-01-05 18:00:00,18,2023-01-05,7134.81,0,0.0,8.5,22.11,0.9879,59.933,3.7,0.95,0.31
2023-01-05 19:00:00,19,2023-01-05,8310.39,0,0.0,7.39,14.53,0.9877,60.03,3.18,0.95,0.17
2023-01-05 20:00:00,20,2023-01-05,8223.04,0,0.0,9.08,26.95,1.0053,60.089,3.87,0.95,0.33
2023-01-05 21:00:00,21,2023-01-05,7493.17,0,0.0,8.44,21.64,1.0165,60.011,3.39,0.95,0.29
2023-01-05 22:00:00,22,2023-01-05,6584.42,0,0.0,8.35,20.96,1.026,60.072,3.06,0.95,0.32
2023-01-05 23:00:00,23,2023-01-05,7029.52,0,0.0,9.94,35.36,1.0073,59.92,3.15,0.95,0.5
2023-01-06 00:00:00,0,2023-01-06,7128.83,0,0.0,8.0,18.43,0.9818,60.097,3.34,0.95,0.26
2023-01-06 01:00:00,1,2023-01-06,6701.68,0,0.0,8.19,19.78,1.0022,59.994,3.49,0.95,0.3
2023-01-06 02:00:00,2,2023-01-06,6893.12,0,0.0,8.89,25.29,1.0093,59.891,3.26,0.95,0.37
2023-01-06 03:00:00,3,2023-01-06,6288.28,0,0.0,9.9,34.93,0.9847,59.984,3.99,0.95,0.56
2023-01-06 04:00:00,4,2023-01-06,5815.06,0,0.0,9.84,34.3,1.017,59.935,3.04,0.95,0.59
2023-01-06 05:00:00,5,2023-01-06,6077.69,0,0.0,8.12,19.27,0.9863,59.976,3.61,0.95,0.32
2023-01-06 06:00:00,6,2023-01-06,5564.39,0,0.0,9.25,28.49,1.0071,60.14,3.05,0.95,0.51
2023-01-06 07:00:00,7,2023-01-06,5448.33,14,1.68,7.12,12.99,0.9996,60.2,3.77,0.95,0.27
2023-01-06 08:00:00,8,2023-01-06,5752.84,277,33.24,7.23,13.61,0.9935,59.988,3.17,0.95,0.81
2023-01-06 09:00:00,9,2023-01-06,5825.83,548,65.76,7.46,14.95,0.9563,59.86,3.9,0.95,1.39
2023-01-06 10:00:00,10,2023-01-06,5922.15,530,63.6,9.42,30.09,1.0118,60.025,3.11,0.95,1.58
2023-01-06 11:00:00,11,2023-01-06,6128.55,886,106.32,7.96,18.16,0.9834,59.799,3.29,0.949,2.03
2023-01-06 12:00:00,12,2023-01-06,5940.69,642,77.04,6.62,10.44,1.0063,59.932,3.51,0.95,1.47
2023-01-06 13:00:00,13,2023-01-06,6579.03,749,89.88,5.54,6.12,1.0583,59.878,3.51,0.95,1.46
2023-01-06 14:00:00,14,2023-01-06,6271.53,559,67.08,7.43,14.77,0.9866,59.971,3.49,0.95,1.31
2023-01-06 15:00:00,15,2023-01-06,6930.21,468,56.16,5.69,6.63,0.9568,59.8,3.84,0.95,0.91
2023-01-06 16:00:00,16,2023-01-06,7603.25,259,31.08,9.4,29.9,0.9975,59.992,3.35,0.95,0.8
2023-01-06 17:00:00,17,2023-01-06,7229.94,26,3.12,8.74,24.03,0.9902,59.903,3.9,0.95,0.38
2023-01-06 18:00:00,18,2023-01-06,7387.88,0,0.0,8.35,20.96,0.9783,59.968,3.04,0.95,0.28
2023-01-06 19:00:00,19,2023-01-06,7470.44,0,0.0,8.35,20.96,1.0359,59.907,3.42,0.95,0.28
2023-01-06 20:00:00,20,2023-01-06,7878.45,0,0.0,7.74,16.69,0.9984,60.139,3.86,0.95,0.21
2023-01-06 21:00:00,21,2023-01-06,7360.96,0,0.0,8.26,20.29,0.997,59.785,3.48,0.95,0.28
2023-01-06 22:00:00,22,2023-01-06,6895.51,0,0.0,6.63,10.49,0.9851,60.127,3.09,0.95,0.15
2023-01-06 23:00:00,23,2023-01-06,7010.98,0,0.0,5.96,7.62,0.9668,60.07,3.3,0.95,0.11
2023-01-07 00:00:00,0,2023-01-07,5626.61,0,0.0,5.17,4.97,1.0102,59.944,3.68,0.95,0.09
2023-01-07 01:00:00,1,2023-01-07,5684.64,0,0.0,6.88,11.72,0.9852,60.021,3.99,0.95,0.21
2023-01-07 02:00:00,2,2023-01-07,5782.16,0,0.0,6.15,8.37,0.9831,59.997,3.15,0.95,0.14
2023-01-07 03:00:00,3,2023-01-07,5305.94,0,0.0,9.1,27.13,0.984,60.158,3.42,0.95,0.51
2023-01-07 04:00:00,4,2023-01-07,5113.9,0,0.0,9.63,32.15,1.0168,59.966,3.36,0.95,0.63
2023-01-07 05:00:00,5,2023-01-07,4879.98,0,0.0,8.49,22.03,0.9938,59.9,3.01,0.95,0.45
2023-01-07 06:00:00,6,2023-01-07,4451.63,0,0.0,8.95,25.81,0.9768,60.129,3.8,0.95,0.58
2023-01-07 07:00:00,7,2023-01-07,4208.74,18,2.16,5.01,4.53,0.9914,60.02,3.54,0.95,0.16
2023-01-07 08:00:00,8,2023-01-07,4534.19,204,24.48,7.41,14.65,1.0485,60.142,3.33,0.95,0.86
2023-01-07 09:00:00,9,2023-01-07,5044.5,384,46.08,8.59,22.82,0.9953,60.047,3.14,0.95,1.37
2023-01-07 10:00:00,10,2023-01-07,4598.2,658,78.96,5.74,6.81,0.9894,59.949,3.79,0.949,1.87
2023-01-07 11:00:00,11,2023-01-07,4713.67,897,107.64,9.09,27.04,0.9961,59.96,3.44,0.949,2.86
2023-01-07 12:00:00,12,2023-01-07,5545.84,851,102.12,7.55,15.49,0.997,59.96,3.98,0.949,2.12
2023-01-07 13:00:00,13,2023-01-07,5087.58,732,87.84,8.19,19.78,0.9854,59.966,3.66,0.949,2.12
2023-01-07 14:00:00,14,2023-01-07,5853.35,734,88.08,6.26,8.83,0.9731,60.005,3.47,0.95,1.66
2023-01-07 15:00:00,15,2023-01-07,5612.85,586,70.32,8.03,18.64,0.9937,60.033,3.61,0.95,1.58
2023-01-07 16:00:00,16,2023-01-07,5898.22,288,34.56,7.35,14.29,1.0048,60.035,3.5,0.95,0.83
2023-01-07 17:00:00,17,2023-01-07,6404.34,27,3.24,9.89,34.83,1.0053,60.041,3.67,0.95,0.59
2023-01-07 18:00:00,18,2023-01-07,6251.79,0,0.0,5.72,6.74,1.0211,60.145,3.81,0.95,0.11
2023-01-07 19:00:00,19,2023-01-07,6485.11,0,0.0,7.39,14.53,1.0057,59.977,3.6,0.95,0.22
2023-01-07 20:00:00,20,2023-01-07,6677.75,0,0.0,6.13,8.29,0.9964,60.001,3.85,0.95,0.12
2023-01-07 21:00:00,21,2023-01-07,5792.92,0,0.0,5.54,6.12,1.0326,60.119,3.01,0.95,0.11
2023-01-07 22:00:00,22,2023-01-07,6598.78,0,0.0,5.04,4.61,1.022,60.038,3.45,0.95,0.07
2023-01-07 23:00:00,23,2023-01-07,6165.04,0,0.0,6.38,9.35,1.0256,59.869,3.45,0.95,0.15
2023-01-08 00:00:00,0,2023-01-08,6278.11,0,0.0,8.1,19.13,0.996,60.08,3.58,0.95,0.3
2023-01-08 01:00:00,1,2023-01-08,5736.69,0,0.0,9.76,33.47,0.997,59.897,3.25,0.95,0.58
2023-01-08 02:00:00,2,2023-01-08,5244.32,0,0.0,5.97,7.66,1.0075,60.153,3.44,0.95,0.15
2023-01-08 03:00:00,3,2023-01-08,5466.28,0,0.0,7.41,14.65,0.9917,60.001,3.21,0.95,0.27
2023-01-08 04:00:00,4,2023-01-08,5264.66,0,0.0,5.24,5.18,1.0392,59.984,3.44,0.95,0.1
2023-01-08 05:00:00,5,2023-01-08,4631.11,0,0.0,6.11,8.21,0.9976,59.97,3.14,0.95,0.18
2023-01-08 06:00:00,6,2023-01-08,5060.66,0,0.0,7.67,16.24,0.9946,59.872,3.64,0.95,0.32
2023-01-08 07:00:00,7,2023-01-08,4860.84,21,2.52,6.29,8.96,1.0016,59.863,3.33,0.95,0.24
2023-01-08 08:00:00,8,2023-01-08,4401.38,258,30.96,9.48,30.67,1.0232,60.076,3.82,0.95,1.4
2023-01-08 09:00:00,9,2023-01-08,4512.65,488,58.56,9.09,27.04,0.9798,60.083,3.5,0.949,1.9
2023-01-08 10:00:00,10,2023-01-08,4651.45,515,61.8,8.17,19.63,0.9966,60.105,3.27,0.949,1.75
2023-01-08 11:00:00,11,2023-01-08,5011.6,626,75.12,9.1,27.13,1.0021,59.863,3.47,0.949,2.04
2023-01-08 12:00:00,12,2023-01-08,5173.13,628,75.36,9.59,31.75,0.9988,59.81,3.38,0.949,2.07
2023-01-08 13:00:00,13,2023-01-08,5066.64,781,93.72,5.41,5.7,0.9791,59.944,3.9,0.949,1.96
2023-01-08 14:00:00,14,2023-01-08,5585.33,553,66.36,6.67,10.68,1.0297,59.918,3.03,0.95,1.38
2023-01-08 15:00:00,15,2023-01-08,5053.48,449,53.88,8.06,18.85,0.9873,60.031,3.47,0.95,1.44
2023-01-08 16:00:00,16,2023-01-08,5650.54,297,35.64,7.85,17.41,0.9987,59.925,3.56,0.95,0.94
2023-01-08 17:00:00,17,2023-01-08,6211.11,38,4.56,7.54,15.43,1.0149,60.044,3.66,0.95,0.32
2023-01-08 18:00:00,18,2023-01-08,6132.73,0,0.0,5.54,6.12,1.0017,60.077,3.1,0.95,0.1
2023-01-08 19:00:00,19,2023-01-08,6768.08,0,0.0,9.61,31.95,0.9872,60.03,3.17,0.95,0.47
2023-01-08 20:00:00,20,2023-01-08,6626.89,0,0.0,8.05,18.78,1.0244,59.928,3.53,0.95,0.28
2023-01-08 21:00:00,21,2023-01-08,6109.4,0,0.0,8.59,22.82,1.0184,60.056,3.24,0.95,0.37
2023-01-08 22:00:00,22,2023-01-08,6238.63,0,0.0,8.67,23.46,0.9651,60.086,3.35,0.95,0.38
2023-01-08 23:00:00,23,2023-01-08,6873.97,0,0.0,8.26,20.29,1.0154,60.019,3.55,0.95,0.3
2023-01-09 00:00:00,0,2023-01-09,7051.66,0,0.0,5.47,5.89,0.9597,60.014,3.24,0.95,0.08
2023-01-09 01:00:00,1,2023-01-09,7440.52,0,0.0,7.5,15.19,1.0204,60.049,3.58,0.95,0.2
2023-01-09 02:00:00,2,2023-01-09,6422.89,0,0.0,6.81,11.37,0.9918,60.029,3.14,0.95,0.18
2023-01-09 03:00:00,3,2023-01-09,6255.38,0,0.0,6.22,8.66,1.0221,59.945,3.59,0.95,0.14
2023-01-09 04:00:00,4,2023-01-09,6346.91,0,0.0,5.98,7.7,0.9591,59.895,3.66,0.95,0.12
2023-01-09 05:00:00,5,2023-01-09,5439.35,0,0.0,6.26,8.83,0.9803,60.072,3.78,0.95,0.16
2023-01-09 06:00:00,6,2023-01-09,5833.01,0,0.0,6.76,11.12,0.9923,59.943,3.82,0.95,0.19
2023-01-09 07:00:00,7,2023-01-09,5937.7,22,2.64,7.18,13.33,0.9764,59.879,3.13,0.95,0.27
2023-01-09 08:00:00,8,2023-01-09,5313.72,197,23.64,7.49,15.13,0.9952,60.09,3.86,0.95,0.73
2023-01-09 09:00:00,9,2023-01-09,5394.48,416,49.92,7.21,13.49,1.0396,60.16,3.59,0.95,1.18
2023-01-09 10:00:00,10,2023-01-09,5950.27,701,84.12,8.28,20.44,0.9669,59.934,3.79,0.949,1.76
2023-01-09 11:00:00,11,2023-01-09,6019.66,927,111.24,8.72,23.87,0.964,60.119,3.88,0.949,2.24
2023-01-09 12:00:00,12,2023-01-09,5823.44,636,76.32,5.24,5.18,0.9868,60.054,3.09,0.95,1.4
2023-01-09 13:00:00,13,2023-01-09,5949.67,817,98.04,5.71,6.7,1.0118,59.925,3.33,0.949,1.76
2023-01-09 14:00:00,14,2023-01-09,6121.37,554,66.48,8.98,26.07,1.0121,60.069,3.22,0.95,1.51
2023-01-09 15:00:00,15,2023-01-09,6703.47,421,50.52,7.19,13.38,1.0309,59.902,3.53,0.95,0.95
2023-01-09 16:00:00,16,2023-01-09,6742.36,318,38.16,5.11,4.8,0.999,60.03,3.32,0.95,0.64
2023-01-09 17:00:00,17,2023-01-09,7885.03,42,5.04,7.34,14.24,1.0027,60.094,3.52,0.95,0.24
2023-01-09 18:00:00,18,2023-01-09,6649.63,0,0.0,5.52,6.06,1.0157,60.049,3.9,0.95,0.09
2023-01-09 19:00:00,19,2023-01-09,8209.88,0,0.0,6.73,10.97,0.9885,60.007,3.87,0.95,0.13
2023-01-09 20:00:00,20,2023-01-09,6806.37,0,0.0,6.38,9.35,1.0157,59.931,3.22,0.95,0.14
2023-01-09 21:00:00,21,2023-01-09,7891.01,0,0.0,8.31,20.66,1.036,59.932,3.43,0.95,0.26
2023-01-09 22:00:00,22,2023-01-09,7611.03,0,0.0,7.45,14.89,1.0009,59.899,3.7,0.95,0.2
2023-01-09 23:00:00,23,2023-01-09,7218.57,0,0.0,7.24,13.66,0.9781,60.065,3.77,0.95,0.19
2023-01-10 00:00:00,0,2023-01-10,7030.72,0,0.0,6.43,9.57,1.016,59.796,3.91,0.95,0.14
2023-01-10 01:00:00,1,2023-01-10,6549.12,0,0.0,8.88,25.21,0.9873,60.09,3.57,0.95,0.38
2023-01-10 02:00:00,2,2023-01-10,6964.31,0,0.0,7.3,14.0,0.9941,59.818,3.76,0.95,0.2
2023-01-10 03:00:00,3,2023-01-10,5666.69,0,0.0,7.9,17.75,0.9608,59.988,3.21,0.95,0.31
2023-01-10 04:00:00,4,2023-01-10,5443.54,0,0.0,8.88,25.21,0.9946,60.089,3.34,0.95,0.46
2023-01-10 05:00:00,5,2023-01-10,6347.51,0,0.0,5.84,7.17,0.9728,60.041,3.53,0.95,0.11
